Time (s),W,X,Y,Z
16.768921852,0.9861544,-0.007213744,-0.01831058,0.1540781
16.788667679,0.9862628,-0.007284263,-0.01825399,0.153386
16.808413506,0.9863217,-0.007436722,-0.01824049,0.1530005
16.828159809,0.9863983,-0.007270765,-0.01818598,0.1525199
16.847901821,0.9864792,-0.007099916,-0.01829891,0.151991
16.867647648,0.9865775,-0.006987085,-0.01826275,0.1513608
16.887393475,0.9866266,-0.007201011,-0.01810227,0.1510499
16.909608364,0.9866913,-0.007331478,-0.01828097,0.150599
16.929354191,0.9868215,-0.007038423,-0.01805775,0.1497845
16.949100018,0.9868977,-0.007021503,-0.01806298,0.1492816
16.968845844,0.986964,-0.006969123,-0.01827256,0.1488196
16.988592625,0.9870064,-0.007147443,-0.01858204,0.148491
17.008338451,0.9871262,-0.007049792,-0.01863271,0.1476905
17.028084755,0.9872469,-0.006942912,-0.01877061,0.1468696
17.047826767,0.9873696,-0.006945223,-0.01865965,0.1460565
17.067572593,0.9874705,-0.006982001,-0.01867032,0.1453701
17.089787006,0.9876429,-0.006553832,-0.0184933,0.144236
17.109533310,0.9877886,-0.00638855,-0.01817834,0.1432835
17.129279136,0.9878317,-0.006990659,-0.01793195,0.1429889
17.149024963,0.9879324,-0.007028944,-0.01791535,0.1422918
17.168771744,0.9880425,-0.007143112,-0.01767387,0.1415496
17.188517570,0.9881839,-0.0070794,-0.01729327,0.1406095
17.208263397,0.988281,-0.007191204,-0.01705137,0.1399495
17.228009701,0.9883252,-0.007300297,-0.01701135,0.1396364
17.247751713,0.9883502,-0.007539576,-0.0170136,0.1394456
17.267497539,0.9883516,-0.007756421,-0.01737376,0.1393804
17.289711952,0.9883847,-0.007827175,-0.01757247,0.1391162
17.309458256,0.9884166,-0.007706719,-0.01769452,0.1388815
17.329204082,0.9884587,-0.00729072,-0.01766934,0.1386064
17.348949909,0.9884812,-0.00688933,-0.01775279,0.1384552
17.368696689,0.9884995,-0.006608049,-0.01781052,0.1383313
17.388442516,0.988526,-0.006475819,-0.01815544,0.1381025
17.408188820,0.9885892,-0.006260287,-0.01842562,0.1376236
17.427939892,0.9886787,-0.005938479,-0.01835839,0.1370028
17.447676659,0.9887698,-0.005481792,-0.01827313,0.1363743
17.467422962,0.9888231,-0.005200417,-0.0184556,0.1359741
17.489636898,0.9888504,-0.005172098,-0.01846713,0.1357745
17.509383201,0.9888678,-0.005271275,-0.01851458,0.1356374
17.529129028,0.988874,-0.005315376,-0.0189208,0.1355348
17.548875809,0.9888817,-0.005466326,-0.01911292,0.1354453
17.588367462,0.9889863,-0.004937266,-0.01907115,0.1347064
17.608113766,0.9890395,-0.00456805,-0.01923855,0.1343041
17.627859592,0.9891053,-0.004440289,-0.01924686,0.133821
17.647601604,0.9891526,-0.004484267,-0.0195551,0.1334262
17.669816017,0.9892287,-0.004444337,-0.01955139,0.1328616
17.689562321,0.9893193,-0.004094601,-0.01945903,0.1322099
17.709308147,0.9893752,-0.004066086,-0.01935164,0.1318079
17.729057312,0.9894038,-0.004224199,-0.01949562,0.1315668
17.748800754,0.9894592,-0.004343984,-0.01937727,0.1311642
17.768546581,0.9894932,-0.004504625,-0.01950947,0.1308814
17.788292408,0.989494,-0.004726528,-0.01977124,0.1308284
17.808038712,0.9895497,-0.004578873,-0.01965105,0.1304296
17.827784538,0.9896111,-0.004423935,-0.01944679,0.1299986
17.847527027,0.9896629,-0.004274466,-0.01945197,0.1296083
17.869740963,0.9897197,-0.004149309,-0.01935232,0.1291931
17.889487267,0.9897538,-0.004198403,-0.01957268,0.1288971
17.909233570,0.9898059,-0.004129543,-0.01975171,0.128471
17.928979874,0.9898497,-0.00425064,-0.01956393,0.1281578
17.948725700,0.989935,-0.004007224,-0.01935659,0.1275366
17.968471527,0.9899909,-0.003916522,-0.01924939,0.127121
17.988217831,0.9900357,-0.003687439,-0.0190658,0.1268069
18.007963657,0.9900327,-0.003855993,-0.01903052,0.1268304
18.027709961,0.990034,-0.003945666,-0.01919916,0.1267923
18.047451973,0.9900473,-0.004123774,-0.0193115,0.1266647
18.069665909,0.9901361,-0.003820123,-0.01903703,0.12602
18.089412689,0.9901881,-0.003650584,-0.01915891,0.1255979
18.109158516,0.9902253,-0.003433964,-0.01934598,0.1252813
18.128904819,0.9902614,-0.003320933,-0.01946945,0.1249801
18.148650646,0.9903002,-0.003324453,-0.01959369,0.1246517
18.168396473,0.990324,-0.003444769,-0.0197355,0.1244381
18.188143253,0.9903225,-0.003454998,-0.01994458,0.1244154
18.207889080,0.9903467,-0.003146409,-0.01976874,0.1242591
18.227635383,0.990341,-0.003084386,-0.01979203,0.1243024
18.247376919,0.9903802,-0.002869475,-0.01964886,0.124018
18.269591808,0.9904051,-0.002851118,-0.01983482,0.1237904
18.289337635,0.9904197,-0.003007401,-0.02001612,0.1236395
18.309083462,0.9904991,-0.002844552,-0.0196488,0.1230654
18.328835010,0.990608,-0.002381213,-0.01928322,0.1222533
18.348576069,0.9906458,-0.002383878,-0.01911101,0.121974
18.368322372,0.9907106,-0.002155023,-0.01886461,0.12149
18.388068199,0.9907628,-0.002292789,-0.01857103,0.121106
18.407814026,0.9907911,-0.002563288,-0.01868902,0.1208506
18.427560329,0.9908448,-0.002738114,-0.01883413,0.1203828
18.449770927,0.9909258,-0.002910797,-0.01847992,0.1197657
18.469516754,0.9909964,-0.002959131,-0.0182002,0.1192226
18.489262581,0.991074,-0.00297792,-0.01807665,0.118594
18.509009361,0.9911304,-0.003152944,-0.01822105,0.1180948
18.528755188,0.9911779,-0.003402242,-0.01848395,0.1176474
18.548501491,0.9912006,-0.003714517,-0.01888594,0.1173828
18.568247318,0.9912145,-0.00394251,-0.01895313,0.1172459
18.587993145,0.9912542,-0.003787564,-0.01884142,0.1169344
