Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
0.461491585,0.05902822,-0.03521623,0.7231392,-0.02685717,-0.005171373,1.005985,21.12757,13.29452,-41.5064,1028.318
0.463960171,-0.1872485,-0.09399591,0.7841502,-0.02725978,-0.005120844,1.009364,21.12757,13.29452,-41.5064,1028.318
0.466428280,-0.06406055,-0.2115479,0.7839038,-0.02290479,-0.004609443,1.007808,21.12757,13.29452,-41.5064,1028.318
0.468896389,-0.06404042,-0.1526907,0.6611813,-0.0229221,-0.008519793,1.004937,21.12757,13.29452,-41.5064,1028.318
0.471364975,-0.1255849,-0.09385195,0.7834498,-0.02383127,-0.00556251,1.009279,21.12757,13.29452,-41.5064,1028.318
0.473833084,-0.002416313,-0.09382246,0.9056799,-0.02534184,-0.001710052,1.009782,21.12757,13.29452,-41.5064,1028.318
0.476300716,0.05914898,-0.09379299,0.7829192,-0.02723015,-0.001202436,1.012715,21.12757,13.29452,-41.5064,1028.318
0.478769779,-0.06399867,-0.09376353,0.660197,-0.03088342,-0.005781649,1.001278,21.12757,13.29452,-41.5064,1028.318
0.481237411,-0.2486722,-0.3288971,0.7212276,-0.02515376,-0.002388366,0.9977504,21.12757,13.29452,-41.5064,1028.318
0.483705521,-0.1870295,0.200323,0.9659536,-0.02547885,-0.004236611,1.003059,21.12757,13.29452,-41.5064,1028.318
0.486174106,-0.1254063,-0.03490293,0.9656501,-0.0236115,-0.006707462,0.9982102,21.12757,13.29452,-41.5064,1028.318
0.488642216,-0.06380229,-0.2112642,0.7816324,-0.02613473,-0.003864469,0.9968189,21.12757,13.29452,-41.5064,1028.318
0.491110325,-0.06378224,-0.2111979,0.7813869,-0.02431457,-0.008489059,1.007859,21.12757,13.29452,-41.5064,1028.318
0.493578911,-0.0637622,-0.09354998,0.8423795,-0.02381006,-0.007010764,1.009284,21.12757,13.29452,-41.5064,1028.318
0.496047020,0.05938689,-0.2111021,0.8421148,-0.02733205,-0.002731262,1.007912,21.12757,13.29452,-41.5064,1028.318
0.498514652,-0.06376083,-0.09345427,0.8418503,-0.01967691,-0.003232908,1.000984,21.12757,13.29452,-41.5064,1028.318
0.500983715,-0.0637408,-0.328588,0.7803477,-0.02270623,-0.004306138,0.9967338,20.75701,13.29768,-41.11319,1028.32
0.503451347,-0.1868499,0.08305059,0.8413407,-0.02596397,-0.006189598,1.002117,20.75701,13.29768,-41.11319,1028.32
0.505919456,-0.1252266,-0.2109293,0.7798382,-0.02557916,-0.003327508,0.9996899,20.75701,13.29768,-41.11319,1028.32
0.508388042,-0.1251873,-0.4460261,0.8408313,-0.02357981,-0.007174093,0.9991738,20.75701,13.29768,-41.11319,1028.32
