Time (s),W,X,Y,Z
7.854545593,0.1950442,-0.5603859,-0.7988635,-0.07981157
7.874399185,0.1381456,-0.556289,-0.8085471,-0.1197394
7.894252777,0.08062594,-0.5491466,-0.8144596,-0.1588096
7.914106369,0.02317921,-0.5395268,-0.8162313,-0.1968944
7.933959484,-0.03390634,-0.5272331,-0.8140468,-0.2341598
7.953813553,-0.0911109,-0.5118679,-0.8081663,-0.2705266
7.973666668,-0.1472489,-0.4955567,-0.79728,-0.3061262
7.993520737,-0.2023562,-0.4744738,-0.7845352,-0.3392028
8.013374805,-0.255406,-0.4521968,-0.7676456,-0.3709901
8.033227920,-0.30707,-0.42757,-0.7475769,-0.4008095
8.055562973,-0.3640549,-0.3962995,-0.7215303,-0.4317781
8.075417042,-0.4114888,-0.3679185,-0.6946635,-0.4575841
8.095270157,-0.4580572,-0.3359454,-0.6662536,-0.4796437
8.115124225,-0.5027302,-0.3028606,-0.6349373,-0.499019
8.134977817,-0.5451058,-0.2688268,-0.5999093,-0.517038
8.154830932,-0.5853615,-0.2331547,-0.5623949,-0.5322875
8.174685001,-0.6219285,-0.1977363,-0.5222995,-0.5458352
8.194538116,-0.6578879,-0.159947,-0.4790848,-0.555613
8.214392185,-0.68859,-0.121803,-0.4332357,-0.5656342
8.234245300,-0.716427,-0.08439844,-0.3872268,-0.5712199
8.254099369,-0.7421128,-0.04576807,-0.339629,-0.5731087
8.273952961,-0.7639293,-0.007818528,-0.2904136,-0.5732698
8.313660145,-0.7962883,0.06947821,-0.1852865,-0.5686776
8.333513260,-0.8066719,0.1071395,-0.1320646,-0.5630168
8.353367328,-0.8142453,0.1443088,-0.07828148,-0.553786
8.373220444,-0.8181608,0.1805395,-0.02500331,-0.5422369
8.395556450,-0.8182092,0.2216653,0.03638607,-0.5260243
8.415409565,-0.812534,0.2576548,0.0918244,-0.5114666
8.435263634,-0.8029742,0.2930012,0.1467951,-0.4944304
8.455116749,-0.7900816,0.3270757,0.2004001,-0.4746155
8.474970817,-0.7731868,0.3599318,0.2525249,-0.4533101
8.494823933,-0.7526478,0.3917484,0.3044772,-0.4289236
8.514677524,-0.7287045,0.4219149,0.3541578,-0.4027123
8.534531593,-0.7012905,0.4507295,0.4021235,-0.3741106
8.554384708,-0.6707436,0.4776312,0.4481723,-0.3431332
8.574238777,-0.6366924,0.5029881,0.491349,-0.3111745
8.594091892,-0.6004045,0.5253385,0.532587,-0.2766087
8.613945961,-0.5610084,0.545979,0.5707272,-0.2409862
8.633799076,-0.5198619,0.5635276,0.6062606,-0.2031149
8.653653145,-0.4752888,0.5796665,0.6385295,-0.1643009
8.673506737,-0.4292303,0.5934348,0.6668875,-0.1244386
8.693362713,-0.3821177,0.6031771,0.6926344,-0.08395522
8.713213921,-0.3336412,0.6105691,0.7146263,-0.042727
8.735548973,-0.2772948,0.6151313,0.7357486,0.004745886
8.755403042,-0.2259829,0.616663,0.7503837,0.04701249
8.775256157,-0.1744757,0.6152642,0.7614439,0.08853703
